"year","iso","rgdpbarro","rgdp","loans1","bassets2","govass","narrowm","money","gdp","iy","cpi","pop","stir","ltrate","crisisST","stocks","dlloans","dlnm","dlm","dlpc","dlloansgdp","dlloansmoney","dlloansr","dlnmr","dlmr","dlloansr.lag1","dlloansr.lag2","dlloansr.lag3","dlloansr.lag4","dlloansr.lag5","dlnmr.lag1","dlnmr.lag2","dlnmr.lag3","dlnmr.lag4","dlnmr.lag5","dlmr.lag1","dlmr.lag2","dlmr.lag3","dlmr.lag4","dlmr.lag5","dlloansgdp.lag1","dlloansgdp.lag2","dlloansgdp.lag3","dlloansgdp.lag4","dlloansgdp.lag5","dlloansmoney.lag1","dlloansmoney.lag2","dlloansmoney.lag3","dlloansmoney.lag4","dlloansmoney.lag5"
1935,"CAN",16.0730133056641,3950.625,1.02799999713898,3.0789999961853,NA,0.455346405506134,2.26999998092651,4.30100011825562,0.0902455002069473,9.2628870010376,11136,0.0148999998345971,0.0366999991238117,0,207.155395507812,-0.0493459166226803,0.0970378897673292,0.0730919253205389,0.00670025745836478,-0.129679298648503,-0.122437841943219,-0.0560461740810451,0.0903376323089644,0.0663916678621741,-0.0693565033126239,-0.00713480827534813,-0.0445454371482073,0.0401310153571667,-0.181869131554648,0.106116460995298,0.116340200836424,-0.0795666075940425,0.00167315796713374,-0.122547115520377,0.0450167462164214,0.0583231581580951,0.0609844802847052,0.0464305380905756,-0.0430445907870131,-0.183859527085675,0.0328469310230142,0.0669473746829483,0.134438771029992,-0.117803018634791,-0.114373249529045,-0.0654579664334433,-0.105529917432912,-0.00629952273340878,-0.138824540767635
1936,"CAN",16.7792224884033,4124.2060546875,0.904999971389771,3.24200010299683,NA,0.490157097578049,2.39000010490417,4.63399982452393,0.0789527967572212,9.44845390319824,11243,0.00839999970048666,0.0310999993234873,0,249.203704833984,-0.127435531145602,0.0736674869548801,0.0515135867454841,0.0198353487552887,-0.20200833799219,-0.178949117891086,-0.14727087990089,0.0538321381995914,0.0316782379901954,-0.0560461740810451,-0.0693565033126239,-0.00713480827534813,-0.0445454371482073,0.0401310153571667,0.0903376323089644,0.106116460995298,0.116340200836424,-0.0795666075940425,0.00167315796713374,0.0663916678621741,0.0450167462164214,0.0583231581580951,0.0609844802847052,0.0464305380905756,-0.129679298648503,-0.183859527085675,0.0328469310230142,0.0669473746829483,0.134438771029992,-0.122437841943219,-0.114373249529045,-0.0654579664334433,-0.105529917432912,-0.00629952273340878
1937,"CAN",18.199951171875,4473.4111328125,0.938000023365021,3.28099989891052,NA,0.508685410022736,2.48000001907349,5.24100017547607,0.117089197039604,9.74226760864258,11341,0.00719999987632036,0.0320999994874001,0,200.018798828125,0.0358150618292158,0.0371038234873892,0.0369651580314342,0.0306227845932638,-0.0872769033291254,-0.0011500962022184,0.00519227723595193,0.00648103889412532,0.00634237343817035,-0.14727087990089,-0.0560461740810451,-0.0693565033126239,-0.00713480827534813,-0.0445454371482073,0.0538321381995914,0.0903376323089644,0.106116460995298,0.116340200836424,-0.0795666075940425,0.0316782379901954,0.0663916678621741,0.0450167462164214,0.0583231581580951,0.0609844802847052,-0.20200833799219,-0.129679298648503,-0.183859527085675,0.0328469310230142,0.0669473746829483,-0.178949117891086,-0.122437841943219,-0.114373249529045,-0.0654579664334433,-0.105529917432912
1938,"CAN",18.4949111938477,4545.91015625,1.00499999523163,3.43099999427795,NA,0.528336584568024,2.59999990463257,5.27199983596802,0.117593802511692,9.85051536560059,11452,0.0059000002220273,0.0303000006824732,0,205.998092651367,0.0689928418328996,0.0379037808701858,0.0472528404798416,0.0110498706095767,0.0630954290479391,0.021740001353058,0.0579429712233229,0.026853910260609,0.0362029698702648,0.00519227723595193,-0.14727087990089,-0.0560461740810451,-0.0693565033126239,-0.00713480827534813,0.00648103889412532,0.0538321381995914,0.0903376323089644,0.106116460995298,0.116340200836424,0.00634237343817035,0.0316782379901954,0.0663916678621741,0.0450167462164214,0.0583231581580951,-0.0872769033291254,-0.20200833799219,-0.129679298648503,-0.183859527085675,0.0328469310230142,-0.0011500962022184,-0.178949117891086,-0.122437841943219,-0.114373249529045,-0.0654579664334433
1948,"CAN",28.7450828552246,7065.32421875,2.31699991226196,7.70499992370605,NA,NA,7.57194519042969,15.8959999084473,0.200616493821144,15.0038604736328,13180,NA,0.0293000005185604,0,244.941497802734,0.0865014052067727,NA,NA,0.134672889709986,NA,NA,-0.0481714845032131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"CAN",28.7400226593018,7064.0810546875,2.44199991226196,7.85300016403198,NA,NA,7.9731068611145,17.3470001220703,0.207413405179977,15.483980178833,13469,NA,0.0278999991714954,0,249.383407592773,0.0525441321765973,NA,0.0516242414372283,0.0314984197098176,-0.0348079561496113,0.000919890739368379,0.0210457124667797,NA,0.0201258217274107,-0.0481714845032131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"CAN",29.6651916503906,7291.47998046875,2.94099998474121,8.63599967956543,4.62400007247925,NA,8.40435695648193,19.125,0.211607798933983,15.9441003799438,14011.419921875,NA,0.0300999991595745,0,309.455413818359,0.185932314623808,NA,0.0526760203694621,0.0292829260641869,0.0883555227274502,0.133256294254346,0.156649388559621,NA,0.0233930943052751,0.0210457124667797,-0.0481714845032131,NA,NA,NA,NA,NA,NA,NA,NA,0.0201258217274107,NA,NA,NA,NA,-0.0348079561496113,NA,NA,NA,NA,0.000919890739368379,NA,NA,NA,NA
1951,"CAN",30.6498031616211,7533.490234375,3.1710000038147,8.58899974822998,4.2960000038147,NA,8.58487987518311,22.2800006866455,0.208438098430634,17.6045303344727,14330.669921875,NA,0.0348999984562397,0,375.026885986328,0.0752973423756469,NA,0.0212522451702029,0.099067395616391,-0.0773957237897549,0.0540450972054439,-0.0237700532407441,NA,-0.0778151504461881,0.156649388559621,0.0210457124667797,-0.0481714845032131,NA,NA,NA,NA,NA,NA,NA,0.0233930943052751,0.0201258217274107,NA,NA,NA,0.0883555227274502,-0.0348079561496113,NA,NA,NA,0.133256294254346,0.000919890739368379,NA,NA,NA
1952,"CAN",31.8684940338135,7833.03515625,3.51900005340576,9.14799976348877,4.32200002670288,NA,9.16656589508057,25.1700000762939,0.211521700024605,18.0446395874023,14785.580078125,NA,0.0361000001430511,0,356.201995849609,0.104129876756646,NA,0.0655602208358332,0.0246923906168783,-0.0178334895437235,0.0385696559208123,0.0794374861397673,NA,0.0408678302189549,-0.0237700532407441,0.156649388559621,0.0210457124667797,-0.0481714845032131,NA,NA,NA,NA,NA,NA,-0.0778151504461881,0.0233930943052751,0.0201258217274107,NA,NA,-0.0773957237897549,0.0883555227274502,-0.0348079561496113,NA,NA,0.0540450972054439,0.133256294254346,0.000919890739368379,NA,NA
1953,"CAN",32.4837455749512,7984.2587890625,4.10500001907349,9.59200000762939,4.24100017547607,16.6669998168945,9.27688598632812,26.3950004577637,0.226671695709229,17.8845996856689,15183.3798828125,NA,0.0361000001430511,0,324.896392822266,0.154028874034944,NA,0.0119632059865031,-0.00890867513073568,0.106507070594918,0.142065668048441,0.16293754916568,NA,0.0208718811172388,0.0794374861397673,-0.0237700532407441,0.156649388559621,0.0210457124667797,-0.0481714845032131,NA,NA,NA,NA,NA,0.0408678302189549,-0.0778151504461881,0.0233930943052751,0.0201258217274107,NA,-0.0178334895437235,-0.0773957237897549,0.0883555227274502,-0.0348079561496113,NA,0.0385696559208123,0.0540450972054439,0.133256294254346,0.000919890739368379,NA
1954,"CAN",31.3248805999756,7699.4189453125,4.05000019073486,10.2910003662109,4.71000003814697,16.7040004730225,10.0290699005127,26.5310001373291,0.225208297371864,17.9846305847168,15636.25,NA,0.031300000846386,0,437.425689697266,-0.0134888193373204,0.0022175344442128,0.0779619372539648,0.00557754697358659,-0.0186280695119116,-0.0914507565912853,-0.019066366310907,-0.00336001252937379,0.0723843902803782,0.16293754916568,0.0794374861397673,-0.0237700532407441,0.156649388559621,0.0210457124667797,NA,NA,NA,NA,NA,0.0208718811172388,0.0408678302189549,-0.0778151504461881,0.0233930943052751,0.0201258217274107,0.106507070594918,-0.0178334895437235,-0.0773957237897549,0.0883555227274502,-0.0348079561496113,0.142065668048441,0.0385696559208123,0.0540450972054439,0.133256294254346,0.000919890739368379
1955,"CAN",33.366569519043,8201.2509765625,5.01700019836426,11.5749998092651,4.64599990844727,14.0213098526001,10.7311000823975,29.25,0.23972649872303,18.0246391296387,16050.3603515625,NA,0.034000001847744,0,523.726196289062,0.214115256827061,-0.175069935343524,0.067658209455443,0.00222212567498525,0.116549548942184,0.146457047371619,0.211893131152076,-0.177292061018509,0.0654360837804577,-0.019066366310907,0.16293754916568,0.0794374861397673,-0.0237700532407441,0.156649388559621,-0.00336001252937379,NA,NA,NA,NA,0.0723843902803782,0.0208718811172388,0.0408678302189549,-0.0778151504461881,0.0233930943052751,-0.0186280695119116,0.106507070594918,-0.0178334895437235,-0.0773957237897549,0.0883555227274502,-0.0914507565912853,0.142065668048441,0.0385696559208123,0.0540450972054439,0.133256294254346
1956,"CAN",35.2002105712891,8651.9453125,5.79300022125244,11.9409999847412,4.02299976348877,14.1707000732422,11.1322603225708,32.9020004272461,0.255121290683746,18.2847099304199,16445.08984375,0.0373400002717972,0.0397000014781952,0,564.969970703125,0.143818145267018,0.010598153117531,0.036701153081701,0.0143255252521657,0.0261642597622409,0.107116992185317,0.129492620014852,-0.0037273721346347,0.0223756278295353,0.211893131152076,-0.019066366310907,0.16293754916568,0.0794374861397673,-0.0237700532407441,-0.177292061018509,-0.00336001252937379,NA,NA,NA,0.0654360837804577,0.0723843902803782,0.0208718811172388,0.0408678302189549,-0.0778151504461881,0.116549548942184,-0.0186280695119116,0.106507070594918,-0.0178334895437235,-0.0773957237897549,0.146457047371619,-0.0914507565912853,0.142065668048441,0.0385696559208123,0.0540450972054439
1957,"CAN",35.016300201416,8606.7412109375,5.84499979019165,12.2740001678467,2.54399991035461,13.9102096557617,11.4331398010254,34.4669990539551,0.262802094221115,18.8698596954346,17010.150390625,0.0525600016117096,0.0381999984383583,0,432.109985351562,0.0089362287211221,-0.0185533796654451,0.0266689098788393,0.0315007363530615,-0.037532629187726,-0.0177326811577173,-0.0225645076319394,-0.0500541160185066,-0.0048318264742222,0.129492620014852,0.211893131152076,-0.019066366310907,0.16293754916568,0.0794374861397673,-0.0037273721346347,-0.177292061018509,-0.00336001252937379,NA,NA,0.0223756278295353,0.0654360837804577,0.0723843902803782,0.0208718811172388,0.0408678302189549,0.0261642597622409,0.116549548942184,-0.0186280695119116,0.106507070594918,-0.0178334895437235,0.107116992185317,0.146457047371619,-0.0914507565912853,0.142065668048441,0.0385696559208123
1958,"CAN",34.7204132080078,8534.0146484375,6.02799987792969,13.6759996414185,2.74300003051758,15.248459815979,12.8372001647949,35.6889991760254,0.248816207051277,19.3633193969727,17462,0.031580001115799,0.0463000014424324,0,547.719970703125,0.0308287014850233,0.0918554241528007,0.115831080446382,0.0258145995779175,-0.00401147639242261,-0.0850023789613583,0.00501410190710572,0.0660408245748831,0.090016480868464,-0.0225645076319394,0.129492620014852,0.211893131152076,-0.019066366310907,0.16293754916568,-0.0500541160185066,-0.0037273721346347,-0.177292061018509,-0.00336001252937379,NA,-0.0048318264742222,0.0223756278295353,0.0654360837804577,0.0723843902803782,0.0208718811172388,-0.037532629187726,0.0261642597622409,0.116549548942184,-0.0186280695119116,0.106507070594918,-0.0177326811577173,0.107116992185317,0.146457047371619,-0.0914507565912853,0.142065668048441
1959,"CAN",35.2990379333496,8676.2373046875,7.06199979782104,13.4429998397827,2.68499994277954,15.638689994812,12.736909866333,37.8769989013672,0.237795993685722,19.5716991424561,17872.029296875,0.0518300011754036,0.0544999986886978,0,555.090026855469,0.158313008363359,0.0252694694070947,-0.00784315172279326,0.0107040778676226,0.0988114646216602,0.166156160086153,0.147608930495737,0.0145653915394721,-0.0185472295904159,0.00501410190710572,-0.0225645076319394,0.129492620014852,0.211893131152076,-0.019066366310907,0.0660408245748831,-0.0500541160185066,-0.0037273721346347,-0.177292061018509,-0.00336001252937379,0.090016480868464,-0.0048318264742222,0.0223756278295353,0.0654360837804577,0.0723843902803782,-0.00401147639242261,-0.037532629187726,0.0261642597622409,0.116549548942184,-0.0186280695119116,-0.0850023789613583,-0.0177326811577173,0.107116992185317,0.146457047371619,-0.0914507565912853
1960,"CAN",35.6093444824219,8752.5078125,7.34800004959106,14.1920003890991,2.96799993515015,15.8359498977661,13.2383699417114,39.4480018615723,0.224193900823593,19.8284397125244,18266.76953125,0.0399699993431568,0.0531000010669231,0,544.739990234375,0.0396999052247407,0.0125346937335178,0.0386153596844143,0.0130326547809299,-0.000939452176983657,0.00108454554032644,0.0266672504438108,-0.000497961047412065,0.0255827049034845,0.147608930495737,0.00501410190710572,-0.0225645076319394,0.129492620014852,0.211893131152076,0.0145653915394721,0.0660408245748831,-0.0500541160185066,-0.0037273721346347,-0.177292061018509,-0.0185472295904159,0.090016480868464,-0.0048318264742222,0.0223756278295353,0.0654360837804577,0.0988114646216602,-0.00401147639242261,-0.037532629187726,0.0261642597622409,0.116549548942184,0.166156160086153,-0.0850023789613583,-0.0177326811577173,0.107116992185317,0.146457047371619
1961,"CAN",35.9357872009277,8832.7451171875,7.66599988937378,15.6420001983643,3.06900000572205,16.6605091094971,14.4418497085571,41.1730003356934,0.212736502289772,20.000150680542,18634.98046875,0.0336799994111061,0.0493000000715256,0,700.849975585938,0.0423667784258019,0.0507585296450088,0.0870107946770284,0.00862255129750533,-0.000432535335740614,-0.0446440162512265,0.0337442271282966,0.0421359783475035,0.0783882433795231,0.0266672504438108,0.147608930495737,0.00501410190710572,-0.0225645076319394,0.129492620014852,-0.000497961047412065,0.0145653915394721,0.0660408245748831,-0.0500541160185066,-0.0037273721346347,0.0255827049034845,-0.0185472295904159,0.090016480868464,-0.0048318264742222,0.0223756278295353,-0.000939452176983657,0.0988114646216602,-0.00401147639242261,-0.037532629187726,0.0261642597622409,0.00108454554032644,0.166156160086153,-0.0850023789613583,-0.0177326811577173,0.107116992185317
1962,"CAN",37.7428588867188,9276.9091796875,8.46500015258789,16.3980007171631,3.08400011062622,17.2107200622559,15.0436000823975,44.6650009155273,0.207253992557526,20.235860824585,18985.849609375,0.0438399985432625,0.0509999990463257,0,628.989990234375,0.0991450810832375,0.0324912540422635,0.0408224356370899,0.0117165112384328,0.0177375733056919,0.0583226454461477,0.0874285698448047,0.0207747428038307,0.0291059243986571,0.0337442271282966,0.0266672504438108,0.147608930495737,0.00501410190710572,-0.0225645076319394,0.0421359783475035,-0.000497961047412065,0.0145653915394721,0.0660408245748831,-0.0500541160185066,0.0783882433795231,0.0255827049034845,-0.0185472295904159,0.090016480868464,-0.0048318264742222,-0.000432535335740614,-0.000939452176983657,0.0988114646216602,-0.00401147639242261,-0.037532629187726,-0.0446440162512265,0.00108454554032644,0.166156160086153,-0.0850023789613583,-0.0177326811577173
1963,"CAN",38.9205703735352,9566.3818359375,8.96599960327148,17.8570003509521,3.35700011253357,18.2252292633057,16.8488292694092,47.9609985351562,0.207460194826126,20.593879699707,19342.83984375,0.0401099994778633,0.0518000014126301,0,702.710021972656,0.0574995678743022,0.0572744083134573,0.113328517765645,0.0175376109048937,-0.01369836458272,-0.0558289498913426,0.0399619569694085,0.0397367974085636,0.095790906860751,0.0874285698448047,0.0337442271282966,0.0266672504438108,0.147608930495737,0.00501410190710572,0.0207747428038307,0.0421359783475035,-0.000497961047412065,0.0145653915394721,0.0660408245748831,0.0291059243986571,0.0783882433795231,0.0255827049034845,-0.0185472295904159,0.090016480868464,0.0177375733056919,-0.000432535335740614,-0.000939452176983657,0.0988114646216602,-0.00401147639242261,0.0583226454461477,-0.0446440162512265,0.00108454554032644,0.166156160086153,-0.0850023789613583
1964,"CAN",40.6821479797363,9999.3642578125,10.0609998703003,18.6919994354248,3.32999992370605,19.1523303985596,18.5537700653076,52.548999786377,0.222040399909019,20.963020324707,19711.05078125,0.0419999994337559,0.0502999983727932,0,853.530029296875,0.115226948933439,0.0496175426327432,0.096391831601101,0.0177660188366882,0.023869035460947,0.0188351173323379,0.0974609300967511,0.031851523796055,0.0786258127644128,0.0399619569694085,0.0874285698448047,0.0337442271282966,0.0266672504438108,0.147608930495737,0.0397367974085636,0.0207747428038307,0.0421359783475035,-0.000497961047412065,0.0145653915394721,0.095790906860751,0.0291059243986571,0.0783882433795231,0.0255827049034845,-0.0185472295904159,-0.01369836458272,0.0177375733056919,-0.000432535335740614,-0.000939452176983657,0.0988114646216602,-0.0558289498913426,0.0583226454461477,-0.0446440162512265,0.00108454554032644,0.166156160086153
1965,"CAN",42.6087837219238,10472.919921875,12.0550003051758,21.1959991455078,3.85599994659424,20.366870880127,20.4592895507812,57.9300003051758,0.235888093709946,21.4789199829102,20071.099609375,0.0501900017261505,0.0540000014007092,0,881.140014648438,0.18081298652984,0.0614852042530569,0.0977640296819926,0.0243120397186258,0.083323659734261,0.0830489568478483,0.156500946811215,0.0371731645344311,0.0734519899633668,0.0974609300967511,0.0399619569694085,0.0874285698448047,0.0337442271282966,0.0266672504438108,0.031851523796055,0.0397367974085636,0.0207747428038307,0.0421359783475035,-0.000497961047412065,0.0786258127644128,0.095790906860751,0.0291059243986571,0.0783882433795231,0.0255827049034845,0.023869035460947,-0.01369836458272,0.0177375733056919,-0.000432535335740614,-0.000939452176983657,0.0188351173323379,-0.0558289498913426,0.0583226454461477,-0.0446440162512265,0.00108454554032644
1966,"CAN",44.5340576171875,10946.1298828125,12.8190002441406,22.5049991607666,5.60300016403198,21.7519798278809,22.0639400482178,64.818000793457,0.245641604065895,22.2816791534424,20448.5,0.0627399981021881,0.0575999990105629,0,789.509887695312,0.0614489274267931,0.0657951756546127,0.0755075677633958,0.0366927899212905,-0.0508990370008748,-0.0140586403366032,0.0247561375055025,0.0291023857333221,0.0388147778421053,0.156500946811215,0.0974609300967511,0.0399619569694085,0.0874285698448047,0.0337442271282966,0.0371731645344311,0.031851523796055,0.0397367974085636,0.0207747428038307,0.0421359783475035,0.0734519899633668,0.0786258127644128,0.095790906860751,0.0291059243986571,0.0783882433795231,0.083323659734261,0.023869035460947,-0.01369836458272,0.0177375733056919,-0.000432535335740614,0.0830489568478483,0.0188351173323379,-0.0558289498913426,0.0583226454461477,-0.0446440162512265
1967,"CAN",45.071647644043,11078.26953125,14.5939998626709,25.201000213623,9.24199962615967,23.8840408325195,25.8749904632568,69.697998046875,0.233119994401932,23.0777797698975,20819.76953125,0.0584699995815754,0.0653999969363213,0,899.200012207031,0.129682011558245,0.093505708340158,0.159332279144924,0.0351054616951916,0.0570937714349435,-0.0296502675866788,0.0945765498630533,0.0584002466449665,0.124226817449732,0.0247561375055025,0.156500946811215,0.0974609300967511,0.0399619569694085,0.0874285698448047,0.0291023857333221,0.0371731645344311,0.031851523796055,0.0397367974085636,0.0207747428038307,0.0388147778421053,0.0734519899633668,0.0786258127644128,0.095790906860751,0.0291059243986571,-0.0508990370008748,0.083323659734261,0.023869035460947,-0.01369836458272,0.0177375733056919,-0.0140586403366032,0.0830489568478483,0.0188351173323379,-0.0558289498913426,0.0583226454461477
1968,"CAN",46.7022666931152,11479.0595703125,16.4529991149902,28.9400005340576,10.3420000076294,24.9890003204346,28.9839992523193,76.1309967041016,0.216626599431038,24.0206394195557,21143.099609375,0.068230003118515,0.0729999989271164,0,1062.8798828125,0.119897301680877,0.0452252525614023,0.11346704478077,0.0400431967275954,0.0316133992427545,0.0064302569001069,0.0798541049532817,0.00518205583380693,0.0734238480531748,0.0945765498630533,0.0247561375055025,0.156500946811215,0.0974609300967511,0.0399619569694085,0.0584002466449665,0.0291023857333221,0.0371731645344311,0.031851523796055,0.0397367974085636,0.124226817449732,0.0388147778421053,0.0734519899633668,0.0786258127644128,0.095790906860751,0.0570937714349435,-0.0508990370008748,0.083323659734261,0.023869035460947,-0.01369836458272,-0.0296502675866788,-0.0140586403366032,0.0830489568478483,0.0188351173323379,-0.0558289498913426
1969,"CAN",48.465087890625,11912.349609375,18.9160003662109,31,9.85499954223633,26.261999130249,31.7549991607666,83.8249969482422,0.216450899839401,25.1035900115967,21448.0703125,0.0784799978137016,0.0833000019192696,0,1019.77001953125,0.139500366527144,0.0496872534557604,0.0913062390301005,0.0440974276651964,0.0432246079467831,0.0481941274970442,0.0954029388619477,0.005589825790564,0.0472088113649041,0.0798541049532817,0.0945765498630533,0.0247561375055025,0.156500946811215,0.0974609300967511,0.00518205583380693,0.0584002466449665,0.0291023857333221,0.0371731645344311,0.031851523796055,0.0734238480531748,0.124226817449732,0.0388147778421053,0.0734519899633668,0.0786258127644128,0.0316133992427545,0.0570937714349435,-0.0508990370008748,0.083323659734261,0.023869035460947,0.0064302569001069,-0.0296502675866788,-0.0140586403366032,0.0830489568478483,0.0188351173323379
1970,"CAN",49.027099609375,12050.490234375,19.2970008850098,33.617000579834,11.5419998168945,27.9270000457764,34.6469993591309,90.1790008544922,0.210813999176025,25.948600769043,21749.990234375,0.0734200030565262,0.0698999986052513,0,947.539978027344,0.0199415451352949,0.061470970123024,0.0871609564774047,0.0331068236294296,-0.0531237923924328,-0.0672194113421098,-0.0131652784941347,0.0283641464935944,0.0540541328479751,0.0954029388619477,0.0798541049532817,0.0945765498630533,0.0247561375055025,0.156500946811215,0.005589825790564,0.00518205583380693,0.0584002466449665,0.0291023857333221,0.0371731645344311,0.0472088113649041,0.0734238480531748,0.124226817449732,0.0388147778421053,0.0734519899633668,0.0432246079467831,0.0316133992427545,0.0570937714349435,-0.0508990370008748,0.083323659734261,0.0481941274970442,0.0064302569001069,-0.0296502675866788,-0.0140586403366032,0.0830489568478483
1971,"CAN",51.1078605651855,12561.9296875,22.9780006408691,39.9580001831055,12.8439998626709,31.9130001068115,38.6440010070801,98.4290008544922,0.219142705202103,26.6846504211426,22026.400390625,0.045109998434782,0.0656000003218651,0,990.539978027344,0.174587575044951,0.133419489191971,0.109180426411758,0.0279708216092804,0.0870486837520732,0.0654071486331936,0.146616753435671,0.105448667582691,0.0812096048024773,-0.0131652784941347,0.0954029388619477,0.0798541049532817,0.0945765498630533,0.0247561375055025,0.0283641464935944,0.005589825790564,0.00518205583380693,0.0584002466449665,0.0291023857333221,0.0540541328479751,0.0472088113649041,0.0734238480531748,0.124226817449732,0.0388147778421053,-0.0531237923924328,0.0432246079467831,0.0316133992427545,0.0570937714349435,-0.0508990370008748,-0.0672194113421098,0.0481941274970442,0.0064302569001069,-0.0296502675866788,-0.0140586403366032
1972,"CAN",53.1850929260254,13072.490234375,28.5849990844727,46.6500015258789,13.2910003662109,36.0940017700195,43.7929992675781,109.91300201416,0.21724459528923,27.9588508605957,22284.5,0.0510200001299381,0.0711999982595444,0,1226.57995605469,0.218344808365964,0.12311324194469,0.125082420818301,0.0466453076152229,0.107991131039625,0.0932623875476636,0.171699500750742,0.0764679343294672,0.0784371132030777,0.146616753435671,-0.0131652784941347,0.0954029388619477,0.0798541049532817,0.0945765498630533,0.105448667582691,0.0283641464935944,0.005589825790564,0.00518205583380693,0.0584002466449665,0.0812096048024773,0.0540541328479751,0.0472088113649041,0.0734238480531748,0.124226817449732,0.0870486837520732,-0.0531237923924328,0.0432246079467831,0.0316133992427545,0.0570937714349435,0.0654071486331936,-0.0672194113421098,0.0481941274970442,0.0064302569001069,-0.0296502675866788
1973,"CAN",56.2991065979004,13837.900390625,36.3639984130859,56.4550018310547,14.4090003967285,39.8740005493164,52.0279998779297,128.955993652344,0.223781704902649,30.086950302124,22559.5,0.0745299980044365,0.0769999995827675,0,1193.55993652344,0.24069715793222,0.0995978006186728,0.172308062321237,0.0733577158526297,0.0809151083410458,0.0683890956109832,0.16733944207959,0.0262400847660431,0.098950346468607,0.171699500750742,0.146616753435671,-0.0131652784941347,0.0954029388619477,0.0798541049532817,0.0764679343294672,0.105448667582691,0.0283641464935944,0.005589825790564,0.00518205583380693,0.0784371132030777,0.0812096048024773,0.0540541328479751,0.0472088113649041,0.0734238480531748,0.107991131039625,0.0870486837520732,-0.0531237923924328,0.0432246079467831,0.0316133992427545,0.0932623875476636,0.0654071486331936,-0.0672194113421098,0.0481941274970442,0.0064302569001069
1974,"CAN",57.7913970947266,14204.6904296875,43.890998840332,68.4810028076172,16.0799999237061,43.3079986572266,60.5909996032715,154.037994384766,0.232280299067497,33.3558197021484,22874.69921875,0.105060003697872,0.0877000018954277,0,844.47998046875,0.188130030632442,0.0826128482465056,0.152364327791462,0.103140727982973,0.0104019535483157,0.0357657028409803,0.0849893026494688,-0.0205278797364676,0.0492235998084887,0.16733944207959,0.171699500750742,0.146616753435671,-0.0131652784941347,0.0954029388619477,0.0262400847660431,0.0764679343294672,0.105448667582691,0.0283641464935944,0.005589825790564,0.098950346468607,0.0784371132030777,0.0812096048024773,0.0540541328479751,0.0472088113649041,0.0809151083410458,0.107991131039625,0.0870486837520732,-0.0531237923924328,0.0432246079467831,0.0683890956109832,0.0932623875476636,0.0654071486331936,-0.0672194113421098,0.0481941274970442
1975,"CAN",58.2453308105469,14316.259765625,51.5089988708496,77.1689987182617,17.0219993591309,53.9469985961914,70.427001953125,173.621002197266,0.241013497114182,36.9626884460449,23209.19921875,0.0793500021100044,0.0948999971151352,0,953.539978027344,0.160047266509197,0.219664712649014,0.15043037945113,0.102676722518988,0.0403717799697303,0.00961688705806679,0.057370543990209,0.116987990130026,0.0477536569321422,0.0849893026494688,0.16733944207959,0.171699500750742,0.146616753435671,-0.0131652784941347,-0.0205278797364676,0.0262400847660431,0.0764679343294672,0.105448667582691,0.0283641464935944,0.0492235998084887,0.098950346468607,0.0784371132030777,0.0812096048024773,0.0540541328479751,0.0104019535483157,0.0809151083410458,0.107991131039625,0.0870486837520732,-0.0531237923924328,0.0357657028409803,0.0683890956109832,0.0932623875476636,0.0654071486331936,-0.0672194113421098
1976,"CAN",60.6299819946289,14902.3896484375,61.3819999694824,88.7890014648438,19.7180004119873,58.5419998168945,81.3489990234375,199.994003295898,0.233541995286942,39.7378997802734,23517.5,0.0917199999094009,0.0847000032663345,0,1011.52001953125,0.175360104305574,0.0817423851336456,0.144171788924046,0.0723964032462239,0.0339474970352669,0.0311883153815276,0.10296370105935,0.00934598188742175,0.0717753856778223,0.057370543990209,0.0849893026494688,0.16733944207959,0.171699500750742,0.146616753435671,0.116987990130026,-0.0205278797364676,0.0262400847660431,0.0764679343294672,0.105448667582691,0.0477536569321422,0.0492235998084887,0.098950346468607,0.0784371132030777,0.0812096048024773,0.0403717799697303,0.0104019535483157,0.0809151083410458,0.107991131039625,0.0870486837520732,0.00961688705806679,0.0357657028409803,0.0683890956109832,0.0932623875476636,0.0654071486331936
1977,"CAN",61.9330711364746,15222.6796875,70.0749969482422,102.819000244141,21.5769996643066,67.370002746582,92.2050018310547,220.973007202148,0.227294698357582,42.9133682250977,23796.400390625,0.0747599974274635,0.0877000018954277,0,1059.58996582031,0.132449421433848,0.140455413515084,0.125265849863711,0.0768780043157933,0.0326962493105225,0.00718357157013721,0.0555714171180548,0.0635774091992904,0.0483878455479174,0.10296370105935,0.057370543990209,0.0849893026494688,0.16733944207959,0.171699500750742,0.00934598188742175,0.116987990130026,-0.0205278797364676,0.0262400847660431,0.0764679343294672,0.0717753856778223,0.0477536569321422,0.0492235998084887,0.098950346468607,0.0784371132030777,0.0339474970352669,0.0403717799697303,0.0104019535483157,0.0809151083410458,0.107991131039625,0.0311883153815276,0.00961688705806679,0.0357657028409803,0.0683890956109832,0.0932623875476636
